人参,半夏,白术,芡实,茯苓,薏仁,白芥子,肉桂,诃黎勒,益智
天麻,茯苓,泽泻,白术,神曲,半夏,大麦蘖面,陈皮
半夏,白术,天麻
半夏,白术,天麻,陈皮,茯苓,甘草,生姜,蔓荆子
天麻,茯芩,泽泻,炒曲,半夏,大麦糵面,陈皮
半夏,秫米
半夏,陈皮,茯苓,槟榔,神曲,麦芽,香附,甘草
半夏,厚朴,茯苓,紫苏,诃黎勒皮,枳壳
半夏,射干,牛蒡,杏仁,桔梗,昆布,茯苓
半夏,茯苓,生姜,干苏叶
白矾,贝母,天南星,白附子,半夏
防风,半夏
半夏,白矾,朱砂,黄丹
白矾,半夏
瓜蒌子,半夏
半夏,茯苓,枳壳,朴消
半夏,郁李仁,陈皮,木香,槟榔
半夏,猪苓,破故纸,沉香
半夏,天南星,石膏,香附
檀香,石膏,红花,丁香,北沙参,拳参,白葡萄干
檀香,石膏,红花,丁香,北沙参,拳参,白葡萄干
薄荷,甘松,硼砂,白檀香,紫苏,片脑,霍香叶,桂花,乌梅肉
大黄,金银花,当归,柴胡,黄柏,贝母
神曲,巴豆,天南星,朱砂
胆南星,巴豆,神曲,大黄,全蝎,朱砂,丹参
雪梨,白茅根,生藕,白萝卜,麦冬,荸荠
胆南星,独活,天麻,芥穗,川芎,淡全蝎,甘草,薄荷
胆南星,天麻,钩藤,橘络,半夏,全蝎,党参
天麻,天竺黄,贝母,天南星,薄荷,钩藤,陈皮,桔梗,僵蚕,远志,琥珀,丹参
陈皮,贝母,僵蚕,竺黄,天麻,半夏,胆南星,钩藤,焦三仙,芥穗,薄荷,活蝎子,琥珀
钩藤,菖蒲,天麻,贝母,薄荷,陈皮,僵蚕,粉草,胆南星,丹参,梅片,朱砂
全蝎,天南星,僵蚕,天麻,琥珀,白附子,辰砂,麝香
半夏,天南星,白矾,皂角,生姜
当归,枸杞,五味子,麦门冬,茯苓,莲肉,贝母,琥珀,薏仁
杏仁,半夏,豆
独活,川芎,甘菊,干蝎,半夏
木香,槟榔,青皮,陈皮,京三棱,大黄,半夏,黑牵牛
黑牵牛,白矾,半夏,天南星
天南星,木香
半夏,天南星,干姜
薄荷,天冬,百部,贝母,柿霜,枇杷叶,诃子,陈皮,紫菀,杏仁,玄明粉,桔梗,马兜铃,五味子,硼砂,瓜蒌仁,瓜蒌皮
半夏,胡椒,蝎尾,干姜
活蝎子,桔梗,黄连,蝉蜕,甘草,大黄,僵蚕,半夏,麻黄
巴戟天,枸杞,款冬花,苏子,代赭石,杏仁,五味子,远志,茯神,胡桃肉
葶苈,苏子,杏仁,旋覆花,代赭石,麻黄,僵蚕,枇杷叶,陈皮,贝母,黛蛤散
白果,麻黄,款冬花,苏子,半夏,杏仁,黄芩
白果,麻黄,苏子,款冬花,杏仁,黄芩,半夏
石膏,陈皮,杏仁,甘草,麻黄,五味子,砂仁
木香,石膏,陈皮,桔梗,麻黄,五味子
南沙参,豆豉,苏子,杏仁,陈皮,半夏,贝母,白芥子,蒌皮,莱菔
生犀角,丹参,远志,真珠末,天竺黄,龙脑,菖蒲,金箔,银箔
郁金,玄明粉,白矾,生硼砂,煅金礞石,冰片,薄荷,朱砂面,姜汁,竹沥膏
天麻,防风,细辛,薄荷,川芎,甘草,白芷,朱砂
荜澄茄,青皮,广荗,陈皮,川丁皮,半夏,茯苓,麦芽
枳实,半夏,茯苓,款冬花,五味子,麻黄,苦梗
茯苓,薄荷,天南星,寒水石,白矾,半夏,白蛤粉,藿香
茯苓,天南星,薄荷,半夏,白矾,寒水石,蛤粉,藿香
马兜铃,半夏,杏仁,巴豆
赭石,麦冬,杭菊,石斛,陈皮,贝母,杏仁,旋复花
丹参,龙脑,真珠末,白附子,犀角,麝香,天麻,天南星,干蝎
丹参,龙脑,麝香,铅白霜,天麻,天竺黄,茯苓
丹参,当归,麦门冬,贝母,陈皮,知母,菖蒲,黄连,五味子
半夏,白术,人参,甘草,白檀香,生姜,姜黄,丁香
阿胶,紫团参,半夏,鳖甲,甘草
杏仁,瓜蒌皮,板蓝根,陈皮,半夏,紫苏,葶苈,贝母,紫苏,薄荷,枇杷叶,青礞石
半夏,茯苓,广皮,甘草,羌活
麻黄,杏仁,桔梗
半夏,陈皮,胆草,昆布,海藻,白芥子
半夏,陈皮,茯苓,甘草
半夏,陈皮,茯苓,甘草
半夏,茯苓,广皮,甘草,苍术,厚朴
茯苓,陈皮,甘草,苏梗,半夏
陈皮,茯苓,当归,川芎,枳实,香附,半夏,甘草
陈皮,半夏,茯苓,甘草
知母,贝母,石膏
款冬花,紫菀,杏仁,麦门冬,罂粟壳,百合,贝母
知母,贝母,半夏,茯苓,陈皮
知母,贝母,麦门冬
半夏,陈皮,川朴,苏梗,天南星,菖蒲,桔梗,僵蚕
天冬,麦冬,瓜蒌仁,陈皮,百部,天竺黄,竹茹
麦冬,知母,贝母
淡天冬,提麦冬,知母,贝母,南沙参,北沙参
泽泻,茯苓,牡蛎,山萸,竹茹,白芍,山药,菖蒲,远志
飞过枯矾,半夏,天南星,白僵蚕
半夏,草果子,黑附子,陈皮,白姜,甘草
前胡,黄芩,元参,花粉,陈皮,赤芍,贝母,桔梗
前胡,芍药,黄芩,桔梗,贝母,陈皮,花粉
半夏,天麻,芎,独活,人参,茯苓
天冬,麦冬,南沙参,北沙参,玉竹,蛤粉,贝母,广皮,半夏
半夏,陈皮,茯苓,甘草
茯神,远志,麦门冬,陈皮,甘草,五味子,山芋,桔梗,白术,桂,芍药
贝母,桔梗,陈皮,葶苈,苇根,薏仁,旋覆花,代赭石,杏仁,冬瓜子
党参,黄芪,茯苓,猪苓,薏仁,陈皮,白花蛇舌草,鱼腥草,铁树叶
贝母,百合,陈皮,半夏,陈皮,杏仁,苏梗,北沙参,贝母,陈皮,白芥子,半夏,瓜蒌皮,苏子,百合
郁金,菊花炭,贝母,石膏,白芍,麦冬,石斛,竹茹,饴糖,蒌仁
半夏,白矾,黑牵牛子,粉霜
五味子,甘草,陈皮,硼砂,薄荷,乌梅
陈皮,半夏,贝母,神曲,桔梗,玄明粉,香附
陈皮,半夏,贝母,神曲,桔梗,玄明粉,香附
半夏
陈皮,沉香,檀香,山楂,百药煎,细茶,乌梅肉,白硼砂,五味子,花粉,薄荷,半夏
半夏,天南星,白矾,皂角
半夏,天南星,白矾,皂角,陈皮,紫苏,萝卜子,杏仁,神曲,麦糱,山楂,香附
天南星,半夏,瓜蒌仁,香附,陈皮,莱菔,紫苏,枳实
陈皮,郁金,缩砂,竹茹,菖蒲
杏仁,百药煎,甘草,乌梅,黑矾
半夏,白矾,丁香,草豆蔻
半夏,薄荷,丁香,白豆蔻,沉香,枳实,川芎,陈皮,五味子
半夏,明矾,硝石
黄药子,海藻,贝母,白酒
开金锁,生干蟾,鱼腥草,百部,穿心莲
生耆,僵蚕,全蝎,钩藤,知柏,桔梗,蜈蚣,川芎,赤芍,白芍,当归,丹参
麻黄浸膏,贝母,陈皮,桔梗,五味子,半夏,远志
石膏,陈皮,半夏,茯苓,枳实,竹茹,麦门冬,龙眼肉
钩藤,牡蛎,生石决明,生川军,枳实,茯苓,天竺黄
瓜蒌,枳实,桔梗,贝母,陈皮,片芩,山栀,当归
瓜蒌仁,杏仁,黄连
桂枝,白芍,生姜,甘草,牡蛎,黄连,半夏,瓜蒌皮,杏仁
桂枝,甘草,五味子,白术,半夏,远志,熟附块,合桃肉
栝蒌实,败酱草,细辛,炮干姜,厚朴,桔梗,人参,防风
栝楼,杏仁,山芋,甘草
夏枯草,牡蛎,昆布,半夏,海藻,陈皮,莪术
半夏,龙涎香,陈皮,伽楠香
白芍,人参,贝母,香附,郁金
人参,白术,茯苓,甘草,陈皮,半夏,当归,白芍
黄芪,鸡血藤,丹参,黄精,海藻
黄耆,白术,茯苓,陈皮,半夏,党参,破故纸,紫河车
明矾,池矾,天南星,半夏,百药煎,五味子,乌梅肉
天南星,芎,半夏,白附子,香墨
皂荚,杏仁,半夏,知母,贝母
黄芩,黄芩,半夏,黄连,泽泻,天南星,陈皮,白术,白矾
薄荷,贝母,连翘,胖大海,川芎,桔梗,诃子,薄荷
胆南星,苏子,半夏,天竺黄,贝母,花粉,桔梗,白芥子,葶苈
诃子,青黛,杏仁,海粉,香附,栝楼,半夏
蛤蚧,成炼钟乳,款冬花,肉桂,白矾,甘草
半夏,天冬,贝母,桔梗,杏仁,苏子,白芥子,莱菔,百合,生耆,党参,蛤蚧
人参,半夏,茯苓,甘草,陈皮,藿香
甘草,半夏,藿香,陈皮
甘草,半夏,藿香,陈皮
藿香,半夏,茯苓,陈皮,生姜,丁香
青蒿脑4,竹茹,半夏,茯苓,青子芩4,陈广皮,碧玉散
全蝎,麻黄,僵蚕,川芎,天麻,甘草,桔梗
白矾,半夏,雄黄,朱砂
琥珀,血竭,京墨,海藻,海带,天南星,麝香
琥珀,胆南星,竺黄,钩藤,地龙,制军,朱砂,冰片,苏珠,薄荷
血琥珀,贝母,百合,半夏,天冬,京知母,石膏
朱砂,琥珀,天竺黄,檀香,天南星,枳实,红参
真琥珀,天竺黄,檀香,粉草,枳实,水飞朱砂,天南星,金箔
丹参,琥珀,天南星,全蝎,朱砂,天竺黄,僵蚕
琥珀,丹参,檀香,朱砂,枳实,天南星,天竺黄,金箔,蜂蜜
琥珀,全蝎,僵蚕,胆南星,天竺黄,飞腰黄,飞朱砂,贝母
琥珀,天竺黄,胆南星,月石,沉香,腰黄,辰砂
琥珀,天南星,僵蚕,辰砂,天竺黄,钩藤,真正丹参,真麝香
天竺黄,天麻,贝母,白附子,胆南星,桔梗,全蝎,僵蚕,钩藤,丹参,琥珀,朱砂
天南星,真琥珀,人乳,茯苓,茯神,远志,大辰砂,菖蒲
月石,伽楠香,贝母,青礞石,天竺黄
月石,沉香,青礞石,贝母,天竹黄,麝香
缩砂,茯神,远志,桔梗,香附,甘松,丹参,麝香3厘,金箔,辰砂,粉草
海粉,青黛,黄芩,神曲
海蜇皮,荸荠
荸荠,海蜇
海藻,贝母,陈皮,昆布,川芎,半夏,海带
海藻,昆布,小麦,柴胡
海石,香附
海石,三棱,莪术,桃仁,红花,香附,蚶壳,石礞
川羌,骨碎补,乳香,三七,归尾,没药,牛膝,红花,马前子,血竭,防己,透骨草,甘草,老葱胡,食盐,烧酒
白芍,当归,陈皮,川芎,半夏,茯苓,红花,昆布,青皮
当归,川芎,白芍,地黄,陈皮,半夏,茯苓,甘草
白术,当归,白芍,贝母,麦冬,枸杞,黄芩,青皮,桃仁,山栀,桔梗
祁蛇肉,苓块,草蔻,白蔻,酒军,乌蛇肉,天麻,蝎子,元桂,僵蚕,天竺黄,油松节,梅片,丽参,朱砂,盔沉香
防己,桂心,芎藭,半夏,茯苓,旋覆花,白术,细辛,麦门冬,芍药,枳实,甘草
防己,商陆,麻黄,茯苓,葶苈,蛤蚧,杏仁
上肉桂,白芥子,干姜,白僵蚕,陈皮,麻黄,莪术,全丝瓜
天南星,天竺黄,白附子,天麻,陈皮,薄荷,山川柳,僵蚕,桔梗
厚朴,半夏,甘草,丁香,生姜
紫苏,麻黄,杏仁,陈皮,桑白皮,茯苓,甘草
天南星,独活,天麻,人参,川芎,荆芥,粉草,全蝎
天南星,独活,天麻,人参,川芎,荆芥,粉草,全蝎
白附子,天南星,半夏,白矾,寒水石,干生姜,皂角
蒌仁,天南星,清夏,元芩,花粉,陈皮,陈皮,沉香,海浮石
海藻,昆布,海带,半夏,贝母,牡蛎,枳实,山楂,神曲,蛇莓
桔梗,半夏,茯苓,干姜
半夏,天南星,白矾,皂角,陈皮,紫苏,杏仁,神曲,麦蘖,山檀,香附
明矾,白附子,天南星,半夏
半夏,天南星,白矾,皂角,生姜
干姜,半夏,天南星,巴豆
天南星,半夏,香附,瓜蒌仁,陈皮,紫苏,萝卜子,杏仁
杏仁,桔梗,葶苈,冬花,旋覆花,半夏,陈皮,五味子,麻黄
荆三棱,桔梗,陈皮,半夏,旋覆花,葶苈,紫苏,沉香,麦蘖,硼砂
天南星,半夏,辰砂,皂,陈皮,腻粉
款冬,五味子,陈皮,紫菀,麻黄,半夏,杏仁,葶苈,覆花,桔梗
贝母,杏仁,米壳,葶苈,款冬花,马兜铃,清夏,五味子,陈皮,桔梗,紫菀,北沙参
杏仁,桔梗,葶苈,款冬花,旋覆花,半夏,陈皮,五味子,麻黄
薄荷,紫苏,白葛粉,乌梅肉,檀香,硼砂,柿霜,白冰糖
远志,陈皮,紫菀,冬花,五味子,葶苈,天冬,瓜蒌仁,百合,半夏,桔梗,陈皮,苏子,杏仁
天南星,明天麻,净全蝎,节白附,梅冰片,代赭石,直僵蚕,赤金箔,真麝香
木香,槟榔,青皮,陈皮,京三棱,半夏,大黄,黑牵牛
川芎,天南星,蛇黄,蜈蚣,脑子,乳香,全蝎,蝉壳,僵蚕,铁粉,朱砂
朱砂,天竺黄,胆南星,全蝎,僵蚕,白附,丹参,真麝香,片脑,金箔
金箔,龙脑,天南星,半夏,天麻,白矾,丁香
旋覆花,麻黄,前胡,荆芥,甘草,半夏,芍药
当归,熟地,陈皮,半夏,茯苓,甘草
姜黄,半夏,生延胡,枳实,巴仁,陈皮,麦芽,天南星,白丑头,葶苈,桔梗,贝母,瓜蒌仁
天南星,半夏,白矾,皂角
香附,僵蚕,菖蒲,苏梗,白芥子,橘络,当归,芍药,丹参,片姜黄,桑枝,透骨草,鸡血藤膏
夏枯草,白芍,秦艽,茯苓,半夏,葛根,牡蛎,杭白菊,天麻
黄芩,海粉,瓜蒌仁,陈皮,桔梗,香附,连翘,青黛,丹参,竹沥
天麻,肉桂,川芎,天南星,陈皮,当归,人参,甘草
白附子,菖蒲,远志,天麻,全蝎,僵蚕,天南星
紫苏,前胡,杏仁,桔梗,半夏,陈皮,贝母,花粉
麻黄,前胡,桔梗,陈皮,紫苏,贝母,石膏,杏仁
紫苏,前胡,杏仁,桔梗,半夏,陈皮,贝母,花粉
小蓟,紫菀,桃仁,贝母,甘草,白芍
荆芥,柴胡,谷精草,丹参,黄芪,党参,板蓝根,大青叶,海藻
当归,白芍,茯苓,陈皮,知母,贝母,香附,柴胡,薄荷,麦门冬
银花,广皮,远志,柴胡,桔梗,贝母
陈皮,贝母,半夏,杏仁,远志,桔梗,花粉,款冬花,紫菀,苏子
陈皮,紫苏,贝母,紫菀,陈皮,半夏,杏仁,桔梗,石膏,款冬花,栝楼
陈皮,贝母,马兜铃,杏仁,白矾,五味子,半夏,紫菀
米壳,贝母,白矾,净金灯,杏仁,陈皮,五味子
陈皮,陈皮,半夏,桔梗,杏仁,紫苏,紫菀,款冬花,瓜蒌皮,贝母
陈皮,贝母,杏仁,石膏,瓜蒌皮,陈皮,桔梗,紫菀,半夏,苏子,冬花
陈皮,粳米
陈皮,半夏,连翘,白术,神曲,山楂,川芎,香附,茯苓,莱菔
陈皮,半夏,枳实,白术
茯苓,陈皮,半夏,甘草,桔梗,黑山栀,黄芩,黄连
鱼腥草,金荞麦,四季青,麻黄,紫菀,前胡,甘草
天竺黄,天麻,僵蚕,钩藤,薄荷,胆南星,朱砂,羚羊,丹参
米仁,百合,杏仁,人参,天门冬,麦门冬,知母,五味子
天南星,半夏,陈皮,枳实,苏子,白芥子,香附,瓜蒌仁,桔梗,杏仁,麦芽
麻黄,杏仁,石膏,桔梗,片芩,贝母
麻黄,1,杏仁,石膏,栝楼,半夏,广皮红,小枳实
杏仁,半夏,当归,桔梗,川芎,桂枝,五味子,麻黄,陈皮
人参,半夏,草果,生姜,广皮,青皮
黄连,黄柏,黄芩,大黄,人参,半夏,桔梗
柴胡,白芍,当归,茯苓,白术,甘草,黄芩,半夏,陈皮,桔梗
人参,半夏,陈皮,茯苓,粉草,益智,香附
干姜炭,党参,白术,半夏,枳实,三七,桂枝,牡蛎,茯苓
党参,麦冬,贝母,五味子
桔梗,嫩苏梗,紫菀,白前,陈皮,香附,旋复花
人参,白术,干姜,甘草,半夏,茯苓,陈皮,细辛,五味子
香附,陈皮,半夏,竹茹,枳实,柴胡,麦冬,桔梗
竹茹,半夏,陈皮,枳实,丹参,钩藤,生磁石
生耆,当归,藿香,佩兰,杏仁,陈皮,郁金,远志,菖蒲,川连,琥珀粉,羚羊粉
白术,紫苏,辣桂,陈皮,槟榔,北梗,半夏,茯苓,甘草
半夏,茯苓,茯神,紫苏,远志,甘草
苏梗,半夏,陈皮,枳实,天南星,神曲,白豆蔻,益智仁
紫苏,茯苓,半夏,木香,菖蒲
生瓦楞,刀豆子,白芍,当归,藕节,旋覆花,代赭石,杏仁,陈皮,红花,香附,玫瑰花,生姜
党参,当归,炒白芍,半夏,陈皮,蛇舌草,蛇六谷,蛇莓,夏枯草,海藻,黄药子
白术,半夏,茯苓,桔梗,枳实,香附,前胡,甘草
前胡,杏仁,桑叶,知母,麦冬,黄芩,银花,款冬花,枇杷叶,桔梗
半夏,当归,昆布,海藻,白僵蚕,陈皮
半夏,茯苓,黄连,竹茹,当归,陈皮,桔梗
陈皮,半夏,茯苓,甘草,茅术,生姜
薄荷,柿霜,玄明粉,硼砂,冰片,寒水石,乌梅肉,白粉
于术,川连,陈皮,羚羊,胆南星,小枳实,苏叶子,蒌皮,蒌子
焦三仙,陈皮,竹茹,干青果
焦三仙,陈皮
胆南星,全蝎,陈皮,郁金,白附子,香附,菖蒲,丹参,黑附子,钩蘑,苏合油3毫升,天麻,僵蚕,杭芍
漏芦,蒲公英,双花,柴胡,海藻,元参,香附,贝母,皂刺
麻黄,桂枝,干姜,细辛,半夏,白芍,黄芩,甘草
天南星,半夏,陈皮,栝楼,枳实,桔梗,辰砂
陈皮,柴胡,当归,贝母,知母,半夏,黄芩,白芍
天南星,半夏,陈皮,香附,栝楼,贝母,枳实,神曲,山楂,川芎
百部,白及,黄精,玉竹,穿心莲,葎草
半夏,2味和作一处,用生姜,净洗,和粗皮捣令细,半夏,晒干,桔梗,藿香,陈皮,紫苏
苏叶,薄荷,陈皮,麻黄,桂枝,杏仁,甘草,茯苓
百合,天冬,杏仁,石膏,大黄,葶苈,木通
半夏,醋2500毫升
人参,白术,款冬花,甘草,川姜,钟乳粉
款冬花,麻黄,甘草,杏仁
陈皮,神曲,灵脂,玄胡,生芍,芦荟,榔片,香附,川朴,巴豆,狗宝
枳壳,桂,桔梗,半夏
枳实,半夏,天南星,白矾,葶苈,黑牵牛,或加旋复花
木香,京三棱,青皮,半夏,大腹子
石膏,川芎,生龙脑,生犀角,朱砂,人参,茯苓,细辛,甘草,麦门冬
石膏,川芎,生龙脑,生犀角,朱砂,人参,茯苓,细辛,甘草,麦门冬
黍粘子,荆芥,鸡苏叶,甘草,瓜蒌根,桔梗,紫苏,龙脑
草龙脑,白矾,天南星,半夏
茯苓,半夏,白术,白芍,附片,牡蛎,生姜
杏仁,石膏,花粉,紫苏,瓜蒌皮,麻黄,青黛,蛤壳,白芥子,龙延香
杏仁,石膏,花粉,紫苏,回克,瓜蒌皮,麻黄,青黛,蛤壳,白芥子
麻黄,杏仁,石膏,紫苏,白芥子,瓜萎皮,青黛,蛤壳,花粉,桅子,丹参
青礞石,石膏,硼砂,万年干
细川连,香附,桔梗,淡条芩,上广皮,枳壳,京元参,甘草
款冬花,紫菀,五味子,桔梗,杏仁,紫苏
新鲜萝卜约,粳米
莱菔,豆腐皮,贝母,冰糖,白糖,白果仁
莱菔,粳米
莱菔
款冬花,贝母,肉桂,甘草,鹅管石
杏仁,马兜铃,茯苓,陈皮,桔梗,葶苈
前胡,苏叶,半夏,桔梗,陈皮,党参,茯苓,葛根,黄芩
人参,白术,茯苓,甘草,半夏,干姜,苏子
人参,白术,干姜,甘草,茯苓,半夏
秋梨,萝卜,鲜藕,鲜姜,贝母,麦冬
茴香,香附,草乌,半夏,茯苓,细辛
制野军,莱菔,茅术,陈皮,果仁,山楂,神曲,麦芽,桔梗,藿香
桔梗,山栀,元参,石膏,薄荷,花粉,牛蒡,贝母
麻黄,生乌,牙皂肉,生白矾,半夏,胆南星,杏仁,紫菀,款冬花
陈皮,半夏,茯苓,甘草,杏仁
人参,甘草,茯苓,白术,陈皮,半夏
麻黄,杏仁,款冬花,苏子,黄芩,半夏
明天麻,菊花,钩藤钩,茯神,荆芥,川芎,半夏,广红皮,清炙草
麻黄,石膏,杏仁,牛蒡,陈皮,贝母
麻黄,甘草,半夏,杏仁,豆腐1小块
麻黄,杏仁,陈皮,半夏,苏子,莱菔,白芥子,茶叶,诃子
马兜铃,半夏,杏仁,巴豆
白萝卜,蜂蜜
远志,黄耆,莲肉,罗参,当归,茯苓,茯神,陈皮,粉草
贝母,桔梗,明天麻,钩藤,薄荷,胆南星,陈皮,天竺黄
当归,半夏,茯苓,桔梗,大力子,陈皮,皂刺,重楼
麝香,硼砂,甘草,牙硝,梅花脑,寒水石,五
麝香,硼砂,甘草,牙消,梅花脑,寒水石
枇杷叶,贝母,莲子,麦冬,天冬
枇杷叶,粳米,冰糖
枇杷叶,粳米,冰糖
香附,川芎,陈皮,枳实,神曲,麦芽,莱菔,半夏,干生姜,山楂
天南星,半夏,黄芩,枳实,法制消,礞石
黄芩,黄连,半夏,竹茹,胆草,旋复花
陈皮,半夏,桔梗,贝母,前胡,杏仁,石膏,瓜蒌仁
百合,前胡,贝母,半夏,桔梗,防己,紫菀,杏仁
剖麦冬,苏子,东白薇,甘草,紫菀,牛蒡,白芥子,百部
黄芩,桔梗,麦门冬,贝母,陈皮,茯苓,知母,瓜蒌仁
陈皮,半夏,茯苓,川芎,干姜,香附,神曲,黄连,甘草
陈皮,半夏,茯苓,川芎,香附,神曲,白芍,黄连,甘草
陈皮,贝母,胆南星,海石
乌梅,半夏,青皮,良姜,草果,甘草
麻黄,石膏,地龙,牛蒡,葶苈,丹参,杏仁,羚羊角
黄芩,知母,贝母,桔梗,前胡,花粉
板蓝根,贝母,陈皮,天竺黄,元参,杏仁,白前,鱼腥草,芦根,紫菀
鱼腥草,败酱草,薏仁,贝母,杏仁,桔梗
川芎,当归,白芍,青皮,芦荟,昆布,海粉,甘草,牙皂,黄连
海藻,贝母,柴胡,昆布海带,夏枯草,僵蚕,当归,连翘
柴胡,当归,枳实,桔梗,蝉衣,苏子,半夏,前胡,白芥子
檀香,人参,甘草,荆芥,薄荷,细辛,石膏
檀香,一了,薄荷,荆芥,二,石膏,四
檀香,人参,薄荷,荆芥,甘草,石膏,细辛
香附,瓜蒌仁,半夏,黄连,黄芩
