阿胶,糯米,红糖
艾叶,粳米,红糖
艾叶,鸡蛋
龙骨,没药,白矾,无名异,五倍子
陈皮,茜草
血竭,珍珠
嫩老鼠,不拘多少,韭菜根与老鼠一般多
马前子,枳壳
龙眼核
松香,夏果,刘寄奴
白芍,黑栀,柴胡
白芍
白芍,黄芩,地榆
丹砂,草乌,生乌豆
犀角粉,板蓝根,丹皮,生山栀,焦山栀,淡竹叶
小蓟,墨汁
炉甘石,冰片
血竭
熟地,鹿角胶,黄芪,黄芩,阿胶
黄芪,白芍,阿胶,茯苓
三七,茯苓
茯苓,旱莲草
槐花,旱莲草,枳壳,黄芩
川芎,白茅根
黄芩,侧柏叶,白芍
泡参,阿胶,蕲艾,乌贼骨,寄生
白芍,白茅根,藕节
槐花,枳壳,地黄
黄耆,三七
黄芩,香附,蒲黄,侧柏叶
紫藤香,三七
金樱叶,桑叶,嫩苎叶
矿石灰,生韭菜
百部,白及,黄精
白及粉,甘草,蜂蜜
龙骨,枯矾,没药,轻粉,黄丹
鹿角胶,油头发灰,没药
冬葵子,蒲黄
龙眼核
制商陆,地榆,党参
蒲黄,黄芩,枳壳,槐角
黄连,枳壳
三七
生芍,双花炭,黄芩,椿皮炭,陈皮
牛,羊角及蹄甲,白及
赤小豆,桂心
茜草
地黄,腊月猪板脂
刘寄奴
生地,枳壳,槐角,地榆
淡黄丹,没药,龙骨
蒲黄,鹿茸
蒲黄
蒲黄
蒲黄,龙骨,艾叶
鲜荠菜,粳米
茜草,防风
黄芪,白芍,白芨,鹿角胶
茜草,三七
黄芩
山栀炭,白茅根,茜草,旱莲草
生地,侧柏叶,白茅根
血竭
血竭
大黄,真秋石
旱莲草,藕节,丹皮
阿胶,川芎,蒲黄
黄芩,茜草,槐花
鲜柿叶,白糖
白木槿花,白豆腐,白砂糖
生荷叶,艾叶,生柏叶,地黄
芍药,侧柏叶,槐子
乌鲗骨,芦茹
升麻,清酒
小蓟,白茅根,丹皮
小蓟,白茅根
马钱子,枳壳
黑栀,白茅根,地榆,茜草
没药,银花,丹皮
好石灰,清油30毫升,大黄
款冬花,阿胶珠,蒲黄,京墨
三七
螵蛸,贝母,陈皮油
茜草,槐花
乌梅,红糖
生地,白茅根
芎藭,阿胶,艾叶,芍药,地黄
白茅根
五倍子,射干,炮山甲,火麻仁
三七
蒲黄,淡竹叶,藕节
小蓟,蒲黄,藕节
百部,藤苦参
鲜野苋草全草,白糖
羊胆干膏,百部,白及,甘草
地榆
生地,黄芩,石斛,花蕊石
炒白芍,柴胡
黄连,大黄,黄芩
生苎麻根,陈皮炒,粳米,大麦仁,细盐
黄芩,槐花
黄芩,生地,槐花
血竭
阿胶,黄酒
珍珠,象皮,血竭
藕节,茜草
珍珠,象皮,血竭
人参,白芍,黄芩,生地
